county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Barron,Wisconsin,3827,0.027449691516230154,0.3,45548,570,16.573061952,47,3.9447589638,52.79418537198401,14.02935223,3.3841487748,45.920895216,243.1,1936.2969753000002,8402.125230526039,1251.4270659524018,8402.125230526039
Barrow,Georgia,3673,0.02769555675919816,0.6,73340,1091,17.083548591,46,3.7066114174,457.3253839911671,17.056110801,3.2850119753,497.24463225,359.2,2544.6537802999997,5008.181074447777,1487.5920370875374,5008.181074447777
Barry,Michigan,2410,-0.872748578001448,0.9120879120879121,47654.28125,702.208984375,18.723440135916015,40.05859375,3.8528929743771485,76.92780131544649,17.058500882716796,3.191130936240625,205.9814080086133,201.928515625,2900.611284648242,5057.258103121637,1473.5485793839352,5057.258103121637
Bartholomew,Indiana,3933,0.02737584889245439,0.6,80203,1022,18.588754061,55,4.2053574797,197.11038806103912,16.108504549,2.6161828016,95.543953301,279.1,3301.7168927999996,4903.806590775906,1274.2665486328442,4903.806590775906
Barton,Kansas,1782,-0.7357676136404656,0.9795918367346939,20923.852112676057,271.42957746478874,18.610652135063383,33.07746478873239,4.553626971347183,26.24091882323401,18.84578966087324,3.2136181934366195,330.3251946783803,300.9985915492958,3508.045690571127,8516.596229049197,1297.2256542587188,8516.596229049197
Bartow,Georgia,5503,0.024915142399777105,0.5714285714285714,101942,1501,19.176366416,48,4.1380829662,221.8320086302005,16.631131657,3.779458424,467.95743699,464.5,3155.5574533000004,5398.1675854897885,1472.405877852112,5398.1675854897885
Bastrop,Texas,2427,0.02707914191940359,0.5,78286,1145,15.633213058,41,4.1763605626,88.14283790754412,20.343852258,3.3621749295,406.70173732,897.8,3433.7997846999997,3100.171167258514,1462.585902971157,3100.171167258514
Bates,Missouri,581,0.020492636013926976,0.5,16513,261,19.935364701,30,4.1677512972,19.73614216559735,19.50929522,3.8065326633,473.24913186,244.9,3329.4730747000003,3518.4400169563373,1580.57288197178,3518.4400169563373
Bath,Kentucky,316,0.02128386267593365,0.5,12113,257,23.005928436,41,4.5075940145,43.447361304052606,24.840250379,6.7340791738,28.682646999,242.4,5053.5987749,2608.7674399405596,2121.687443242797,2608.7674399405596
Baxter,Arkansas,1510,0.026469308894289913,0.5,40992,797,16.242815884,47,3.7735142496,73.95494704142195,18.946243722,4.118325943,182.38793547,239.4,3634.6976176,3683.6455893832945,1944.2818110850899,3683.6455893832945
Bay,Michigan,8969,-1.0377996405247736,0.8632634457611669,141684.53992395438,2353.5380228136883,20.212621518307984,44.07604562737642,4.3321922597712925,237.5656500233199,17.096807895809885,4.386972299242395,411.1477285452281,418.62946768060834,2941.1409396269964,6330.260171514751,1661.1113845426542,6330.260171514751
Bayfield,Wisconsin,743,0.023293806779346154,0.5,14987,219,16.058552195,50,4.0067631196,10.140970633531785,13.888929011,4.9001576458,209.01068277,206.6,1844.1851711999998,4957.629945953159,1461.266430906786,4957.629945953159
Baylor,Texas,57,0.00540221680443753,0.5,3639,86,14.241596398,18,4.3383062531,4.19490121587162,17.134811954,3.2567049808,236.01277246,335.1,4221.2518195,1566.3643858202804,2363.2866172025283,1566.3643858202804
Beadle,South Dakota,2351,0.023836815379258712,0.75,18155,211,15.617401318,53,3.3441186259,14.423549407967514,12.979679951,2.5948103792,258.15918911,313.9,5786.4710676,12949.600660974938,1162.2142660424126,12949.600660974938
Bear Lake,Idaho,206,0.030303256880921163,0.5,5928,67,13.165872417,23,4.2661641845,6.08020093940995,13.549483693,2.8924162257,176.07109919,165.9,2258.0645160999998,3475.033738191633,1130.229419703104,3475.033738191633
Beaufort,South Carolina,7372,-3.767888752508165,0.9594594594594594,112889.15,1443.2346153846154,15.20178698236923,52.488461538461536,4.748772504847308,183.5182200659933,15.584446915976923,3.8765659512234616,344.1287223974615,491.21576923076924,2748.1525647523076,6530.299856097774,1278.452903033299,6530.299856097774
Beauregard,Louisiana,1461,0.025646921321494015,0.5,36435,661,20.721538129,42,5.5522766508,31.48163042616591,19.8806091,5.3156374639,108.60898018,376.4,4397.7764052,4009.8806093042404,1814.1896528063676,4009.8806093042404
Beaver,Pennsylvania,4554,-25.016406310794043,0.9968652037617555,69233.6784660767,1084.5383480825958,15.70185613430531,37.39823008849557,3.977271308273157,152.699655145604,16.28499687703687,3.3856209013292036,136.25383812288052,234.74587020648966,2622.5954879935102,6577.723589006441,1566.489564199598,6577.723589006441
Beaverhead,Montana,594,0.022780253110975132,0.5,9317,94,14.612203466,56,4.9205405405,1.6809542474331678,13.981102999,3.1330557208,106.94615261,508.8,1334.4116458,6375.4427390791025,1008.9084469249758,6375.4427390791025
Becker,Minnesota,2247,0.026568357519123606,0.6,33375,411,16.623317342,48,4.0196587825,25.377824411721353,12.588044639,3.5554838363,74.649149,261,2109.3533167,6732.5842696629215,1231.4606741573034,6732.5842696629215
Beckham,Oklahoma,1434,0.025737858195900506,0.5,23290,408,17.958902168,50,4.6208272689,25.825981472073632,18.536667726,2.6074700493,176.76295049,523.1,5935.334873,6157.148990983254,1751.8248175182482,6157.148990983254
Bedford,Tennessee,2981,-1.8519257001096303,0.8821138211382114,47576.494047619046,774.0238095238095,20.106087415601188,40.541666666666664,4.008244223885714,73.33392021801022,18.768644061898808,4.122664779033928,254.90610062319644,277.7125,3121.8853411696427,6265.699185434584,1626.9038419457588,6265.699185434584
Bee,Texas,2059,0.028244261785160617,0.5,32706,433,15.765248622,29,5.3714032197,37.15581739347654,23.853585888,5.0816878821,252.08688695,909,5319.3134375,6295.480951507368,1323.9161010212194,6295.480951507368
Belknap,New Hampshire,868,0.021623746359369183,0.42857142857142855,60392,883,14.268955146,49,4.1534027708,150.37977021568406,12.06237751,2.5182959957,238.69108088,259.9,1197.8157478,1437.2764604583388,1462.1141873095773,1437.2764604583388
Bell,Texas,9087,-25.28716406497615,0.9975669099756691,200645.78846153847,2357.352564102564,20.491735747371795,38.57051282051282,4.560025821967949,212.70537413678485,23.886891957891024,5.074241835164102,307.4189641627564,803.802564102564,4994.900719503205,4528.876519001482,1174.8826537440339,4528.876519001482
Belmont,Ohio,2033,0.024019315190657257,0.5,69228,1123,17.49012387,43,4.652501947,130.09586058419188,18.022422237,5.4727344056,136.89600973,292.5,3052.7983985,2936.6730224764547,1622.1759981510372,2936.6730224764547
Beltrami,Minnesota,2345,0.028276864245495074,0.5,45644,537,19.420664093,45,4.5118428654,18.22339185319559,15.219191285,4.1016273663,256.92108386,430,3317.8884660000003,5137.58653930418,1176.496363158356,5137.58653930418
Ben Hill,Georgia,1092,0.025102017233549243,0.5,17405,330,20.562497546,37,4.8392498326,69.5864518241768,23.965407268,5.8823529412,361.24888902,659,5585.0321139,6274.059178397012,1896.0068945705257,6274.059178397012
Benewah,Idaho,292,0.0243930070469168,0.6666666666666666,9068,162,15.325125364,27,3.9584073772,11.672564245937547,15.547673702,4.6257149963,272.13467502,381.1,4094.5790081,3220.1146890163213,1786.5019850022056,3220.1146890163213
Bennett,South Dakota,323,0.029270383838981676,0.5,3445,69,26.641082683,7,3.5687124599,2.9078874599431592,20.514142082,4.469273743,451.30295531,868.6,6903.553299499999,9375.907111756169,2002.9027576197388,9375.907111756169
Bennington,Vermont,231,0.01744525043576721,0.5555555555555556,36503,530,14.71692596,51,4.4934709613,54.07842758612612,12.626462058,3.1461656107,155.61737406,264.1,1782.9731964,632.8246993397803,1451.935457359669,632.8246993397803
Benson,North Dakota,818,0.023537096262890217,0.5,6802,123,30.242595383,44,6.0363326517,4.898084890840929,24.39876786,3.8695652174,29.483305078,1312,9132.9479769,12025.874742722728,1808.2916789179653,12025.874742722728
Bent,Colorado,348,0.024489263838465343,0.5,5816,106,18.217267397,35,4.1847672779,3.8443621102308474,19.999430047,3.1730292514,133.48758565,421,2354.2600897,5983.493810178817,1822.5584594222832,5983.493810178817
Benton,Minnesota,13008,-2.9973969862958856,0.9951040391676866,99762.36626042335,1058.7748556767158,17.093400225279666,47.22193713919179,4.603018810617511,116.3213721078731,16.970831243445158,4.0229506067896725,220.02056263677358,369.1873636946761,2529.590384467402,13038.98502772422,1061.2968550814553,13038.98502772422
Benzie,Michigan,491,0.021105688931590517,0.3333333333333333,17462,227,15.681946188,52,3.8147519634,54.61931707764042,13.037894213,5.5062571104,126.21192129,369.9,2159.1610117,2811.819951895545,1299.9656396747223,2811.819951895545
Bergen,New Jersey,37092,0.03254099605007952,0.5521885521885522,930310,6992,11.410986988,50,5.0372041798,3996.8474000049214,14.471950907,3.4381283091,84.250499119,218.3,403.58522333,3987.0580774150553,751.5774311788543,3987.0580774150553
Berkeley,South Carolina,7356,-0.8916313136130736,0.8373662168450442,154971.60465116278,2229.5193798449613,18.990127096488372,46.50387596899225,3.822846496015504,261.48259814634145,18.35961744948062,3.5565916309186045,253.5707715452713,376.37209302325584,2670.132587351938,4746.676022719241,1438.6631569464316,4746.676022719241
Berks,Pennsylvania,15136,0.03034957118788769,0.8,414097,4682,16.58359467,53,4.3675024769,483.53799761719466,18.21500451,4.1603929835,299.90055611,451.1,2311.0476489,3655.182239909973,1130.6529629531244,3655.182239909973
Berkshire,Massachusetts,1803,0.022516194376818066,0.8,128563,1765,13.782954088,51,4.9027020061,138.7010910681155,13.207584399,4.0372717784,420.48342801,180.5,1275.4662346,1402.42527010104,1372.867776887596,1402.42527010104
Bernalillo,New Mexico,29458,0.03442695679319571,0.6,674777,8403,15.209989631,42,5.0587165622,581.1836828931708,18.215684201,4.5084704597,944.83551575,728.8,2672.6759637,4365.5904098687415,1245.3002992099612,4365.5904098687415
Berrien,Michigan,7432,-3.565216625350671,0.9714285714285714,88263.66601178782,1338.9705304518664,18.271058066449903,44.52652259332024,5.1207193817893915,159.67072940678,17.74215883664047,4.2301878506365425,327.74783611125736,514.6510805500983,3970.8878978648327,8420.225825434714,1517.012142089185,8420.225825434714
Bertie,North Carolina,937,0.022616602043307045,0.4,20324,380,19.953601249,41,5.0468029954,29.06849846494194,22.609442574,4.9412665986,168.93595562,795.9,3382.3121708000003,4610.312930525487,1869.7106868726628,4610.312930525487
Bexar,Texas,85213,0.03342277580088724,0.6,1858699,20421,14.899297572,38,4.742264492,1499.099032643673,22.492039858,3.3286215326,533.05881535,663,3336.3559410999997,4584.550806773986,1098.6717053164607,4584.550806773986
Bibb,Georgia,7932,-2.7157612805562144,0.9013108614232209,89799.67514677104,1610.0019569471624,19.090052719688845,40.043052837573384,5.411541496159687,333.6336326967573,20.42696281935812,4.252269729381213,299.44290399228964,675.7311154598826,4164.063653351468,8832.994091610824,1792.8817162375378,8832.994091610824
Bienville,Louisiana,853,0.022739788269309228,0.6666666666666666,13924,286,21.612387457,40,6.5561731514,17.16299389175534,23.67248002,5.8377425044,409.69483478,953.2,4492.4554184,6126.11318586613,2054.0074691180694,6126.11318586613
Big Horn,Montana,1862,-2.6812972403962947,0.941108545034642,12575.19537815126,236.67436974789916,22.30032208812395,35.02100840336134,4.616784039257773,3.221699287763948,18.70616465735084,7.146056347708823,317.61462434613446,802.6663865546218,5073.25021865,14806.927001986203,1882.073102093574,14806.927001986203
Bingham,Idaho,2979,0.02758995781025399,0.5,45261,562,14.23834346,29,4.1268958324,21.616103602999654,15.989554901,2.7101083187,163.32115781,211.2,2852.9814942000003,6581.8254126068805,1241.6871036875013,6581.8254126068805
Black Hawk,Iowa,11350,0.031125783111158833,0.6666666666666666,132821,1531,18.266057458,57,4.3797106471,234.75650252727868,13.949032438,2.7685524923,511.49265924,777.2,1727.2987683000001,8545.335451472281,1152.6791697096091,8545.335451472281
Blackford,Indiana,684,0.02445623286361623,0.5,12364,219,19.708925344,48,3.550292661,74.89715605660518,18.65619489,3.8569556263,49.336019406,233.8,3776.683087,5532.190229699127,1771.2714331931413,5532.190229699127
Bladen,North Carolina,1414,0.024257344508626478,0.5,34454,668,18.739880808,30,5.0650754498,39.38265783213149,20.764327341,5.2642530171,223.93201654,495.8,3488.0410023000004,4104.022754977651,1938.8169733557788,4104.022754977651
Blaine,Idaho,1378,-19.116895836403298,0.9980314960629921,14029.077046548957,157.37399678972713,17.751052793869984,40.208667736757626,4.512248782135153,7.459057991060378,18.232362146438202,2.6846785042308188,150.13726928780096,378.73804173354733,3436.394009022312,9822.45656950738,1121.7701368917915,9822.45656950738
Blair,Pennsylvania,4725,0.03054297049272913,0.5,125917,1882,18.542062066,43,4.5500986193,239.47717395696975,16.438205968,4.2061959533,224.25454285,290.8,2434.0612037,3752.4718663881763,1494.63535503546,3752.4718663881763
Blanco,Texas,190,0.01753797523369636,0.5,10918,171,13.394388603,44,4.3241138189,15.393737335735311,16.317222287,2.624,136.81762211,1126.8,1829.8714144,1740.2454662026012,1566.2209195823411,1740.2454662026012
Bland,Virginia,216,0.027563630428056707,0.5,6612,112,15.447582603,41,4.6434144966,18.483233668888225,12.889086074,3.1757233592,75.797771546,126,1783.9444995000001,3266.7876588021777,1693.8898971566848,3266.7876588021777
Bleckley,Georgia,732,0.022611108839989257,0.6666666666666666,12835,214,18.019173683000002,47,5.6306891188,59.45716199925908,19.120080473,5.7081545064,354.53849563,670.3,2127.1977426,5703.155434359174,1667.3159329957148,5703.155434359174
Bledsoe,Tennessee,1227,0.015272852554283603,0.9320987654320988,14073,229,24.661396943,39,5.3769838911,34.62633297554284,22.527819233,5.8099000697,173.10397057,964.9,4166.6666667,8718.82327861863,1627.229446457756,8718.82327861863
Blount,Tennessee,6176,-0.13515188793155403,0.8214285714285714,92280.46601941748,1571.6796116504854,20.275747434504854,46.57281553398058,4.314468304342719,158.3187590336288,20.7751294036699,3.367201293062136,417.4879222305825,281.95728155339805,3098.8250574601943,6692.640670779077,1703.1552607458393,6692.640670779077
Blue Earth,Minnesota,4362,0.02944634326306275,0.5,65524,555,15.974106314,58,4.3902170366,87.61925293213223,13.670510369,2.5101174368,199.91821528,606.2,750.05934014,6657.102740980404,847.0178865759111,6657.102740980404
Bollinger,Missouri,844,0.02434609372882775,0.5,12282,224,20.670419815,39,4.3036042862,19.87684608830831,20.706786694,3.6013095671,437.72544887,162.5,3289.2097874,6871.84497638821,1823.807197524833,6871.84497638821
Bon Homme,South Dakota,1391,0.02397606800857851,0.5,7001,74,15.315605285,33,4.1270285395,12.419709011367573,11.834727371,2.5364836692,14.281633819,128.9,840.97859327,19868.5902013998,1056.9918583059564,19868.5902013998
Bond,Illinois,1175,0.02593369246020984,0.5,17137,214,16.571008524,46,4.4430734482,45.0642745694643,15.598466912,4.3763400177,39.246467818,324.5,1788.2895875,6856.509307346677,1248.7599929976075,6856.509307346677
Bonner,Idaho,1139,0.02549605174245693,0.5,41389,577,13.653922623,35,4.4305980664,23.882831941808274,13.420599877,4.0948495665,165.77173952,257.1,2263.744161,2751.9389209693395,1394.0902172074707,2751.9389209693395
Bonneville,Idaho,8144,0.032647822264611374,0.5,108989,1187,13.560304856,47,4.0620104688,58.40950361643172,14.729676666,2.3933722001,274.32234233,297.6,2711.7509207000003,7472.313719733184,1089.1007349365532,7472.313719733184
Boone,Indiana,10857,-3.4181475976805853,0.9873949579831933,72406.85994397759,806.214005602241,18.31551391045546,49.831372549019605,4.295579466729692,180.1407796794235,17.836722497956863,3.6579011843889075,277.14377719080113,344.80285714285714,2409.605969201905,14994.435621708006,1113.449756315938,14994.435621708006
Bosque,Texas,552,0.023270361423015005,0.6666666666666666,17953,345,14.269071565,30,4.1161569484,18.263873689390167,17.592109629,3.698296837,82.208239795,261.9,2848.7752929,3074.6950370411632,1921.6843981507268,3074.6950370411632
Bossier,Louisiana,6734,0.028849745865761306,0.5833333333333334,124720,1528,18.88651436,48,4.5431204458,148.4358963364089,18.601481071,4.2762929538,480.06289658,705.9,2984.2647856999997,5399.294419499679,1225.1443232841566,5399.294419499679
Botetourt,Virginia,818,0.022590979811034095,0.6,33192,413,14.067543569,51,4.2960293812,61.32986190856301,12.390681577,2.6942283126,105.79131907,195.8,1029.8955799999999,2464.449264883104,1244.2757290913473,2464.449264883104
Bottineau,North Dakota,565,0.02881706531565242,0.5,6650,103,15.728721,37,4.4364274571,3.985816461621994,14.743380564,3.3422459893,81.7296976,122.5,1458.1734459,8496.24060150376,1548.8721804511279,8496.24060150376
Boulder,Colorado,11950,0.02927493509403582,0.8571428571428571,313961,2216,11.318441782,53,5.1871875101,432.25090741255417,11.612699398,2.8474579769,242.3764358,397.2,790.75218168,3806.205229311921,705.8201496364198,3806.205229311921
Boundary,Idaho,394,0.03150899063405452,0.6,11141,156,14.870522912,26,3.724592989,8.781240321552383,15.334053547,4.4373111782,93.984962406,226.5,2377.3584906,3536.486850372498,1400.2333722287049,3536.486850372498
Bourbon,Kentucky,641,-0.05592867555205737,0.68,17422.697896749523,287.38623326959845,19.615705181845126,49.03441682600383,4.505243031437476,46.523737677868475,19.89700854398088,4.08502169731893,320.9221730185851,314.7718929254302,3632.5178581458895,3679.1087338981442,1649.4932930175805,3679.1087338981442
Bowie,Texas,2575,0.025823714932965817,0.5555555555555556,93483,1553,17.14611872,43,5.2774604569,105.62989412842651,18.895084234,4.9449297379,514.29637328,511.6,5070.0599099,2754.5115154627047,1661.2646149567302,2754.5115154627047
Box Butte,Nebraska,663,0.024802304873046084,0.5,11279,141,15.51019114,38,3.9772601,10.48924351941896,15.354106557,2.7597703278,220.68234983,294,3431.7984361,5878.180689777462,1250.110825427786,5878.180689777462
Box Elder,Utah,2482,0.027004193706980716,0.5,51528,518,9.6577185179,44,3.2539642824,8.968288435436492,13.292846008,3.0391193238,130.06112873,166.4,2294.6680529,4816.798633752523,1005.2786834342494,4816.798633752523
Boyd,Kentucky,1976,0.02158189391726727,0.75,48716,975,21.587105317,49,5.430497554,304.7282040287552,20.445661886,5.917454003,149.8305365,266.8,4315.6864877,4056.1622464898596,2001.3958453074965,4056.1622464898596
Boyle,Kentucky,1152,0.023526597191659553,0.75,29650,478,20.162759662,44,4.8478605388,164.3439747316153,20.368296893,4.4322867111,145.32427591,280.7,2998.2829217,3885.328836424958,1612.141652613828,3885.328836424958
Bracken,Kentucky,188,0.017572452482474833,0.6666666666666666,8404,160,21.008255145,34,5.5597371195,40.873039621294296,21.681265974,4.8558815892,49.859769399,326.6,3532.7635328,2237.0299857210853,1903.8553069966683,2237.0299857210853
Bradford,Florida,2049,-0.7843402000131683,0.8890074706510138,44295.622568093386,678.307392996109,20.589294582968872,38.976653696498055,4.727803636358755,72.79360892801914,19.34658317033463,3.8198286377770425,318.1651416455642,277.79610894941635,3735.5145292599227,4625.739251886973,1531.319244815629,4625.739251886973
Bradley,Arkansas,5775,-3.2710683271162266,0.9565217391304348,56802.206896551725,904.3486590038315,21.772901900766282,47.509578544061306,4.905187875676246,164.41431319394317,25.00459722796552,4.04215548620115,407.1861900304214,453.85785440613023,3724.113452299234,10166.858499912581,1592.1012728446146,10166.858499912581
Branch,Michigan,3292,0.02385332110703651,0.7264150943396226,43603,642,18.400619448,45,3.6889703127,86.1075814943914,15.089663139,3.6658011303,276.92201184,285.6,3095.8721704,7549.939224365296,1472.3757539618834,7549.939224365296
Brantley,Georgia,826,0.02168178575710845,0.4,18403,391,19.729357472,36,5.3240711236,41.60154860948827,19.780695475,4.4755815535,198.66648524,229.6,5384.6153846,4488.398630658045,2124.6535890887353,4488.398630658045
Braxton,West Virginia,134,0.017745236217496997,0.5,14463,300,23.036638353,30,5.1820857864,28.3137619462847,22.693274491,7.0403146509,261.63258735,105.4,3297.9529947,926.5021088294268,2074.258452603194,926.5021088294268
Brazoria,Texas,14895,0.029789938357806765,0.6,338419,3728,13.406956708,41,4.4297894607,249.238581875581,18.376297341,4.5252828302,182.64601518,400.3,2812.1499134,4401.348624042977,1101.592995665137,4401.348624042977
Brazos,Texas,11531,0.03152816926429044,0.6666666666666666,209896,1408,14.152728089,53,5.9810942423,358.4794489318796,17.973388847,2.839616023,317.12946081,702.8,1811.2259302999998,5493.673057133056,670.8084003506499,5493.673057133056
Breathitt,Kentucky,384,0.019645290329392214,0.5,13476,366,26.68442585,34,6.9399959457,27.36723236679346,29.448401266,7.3016744441,29.855202269,139,5905.2059051999995,2849.5102404274267,2715.939447907391,2849.5102404274267
Breckinridge,Kentucky,457,0.02034112392287591,0.3333333333333333,20000,387,22.295189447,45,4.5119643851,35.26075042312504,21.572431526,5.3692115144,62.407948276,189,3251.8501905999997,2285,1935,2285
Bremer,Iowa,2041,0.02711751514868611,0.5652173913043478,24663,218,14.066598691,48,3.9719603987,56.63421028136577,11.751919404,2.0296135789,377.54896023,285,535.4200988499999,8275.554474313749,883.9151765803025,8275.554474313749
Brevard,Florida,16376,0.03392738201842807,0.5,560683,9617,16.866412293,40,4.3705050839,552.1839885509662,17.606259239,3.5240347414,496.31520878,353,1850.8801220999999,2920.7234747620314,1715.2294612107019,2920.7234747620314
Brewster,Texas,716,0.024285295140425704,0.75,9188,136,14.441223413,21,4.9041053447,1.485827527715856,21.545321723,3.3727227967,162.60162602,503.4,2673.4563972,7792.773182411842,1480.191554201132,7792.773182411842
Bristol,Massachusetts,21819,-12.320030381934329,0.9759615384615384,307385.8502879079,3767.5508637236085,13.752437252370441,52.978886756238005,5.285604146668906,1509.2697092583717,12.913991926915546,3.8775173799485607,291.4808818134837,246.3612284069098,942.1221612244722,7098.244756407491,1225.6747863295575,7098.244756407491
Bristol city,Virginia,581,0.022974132379073774,0.5,17340,379,19.402873656,50,4.4781562384,1330.8537268118926,18.282478575,3.7042099508,266.60416606,458.6,2362.2047244,3350.634371395617,2185.697808535179,3350.634371395617
Brooke,West Virginia,753,0.02408673699769315,0.5,23473,390,19.887525816,48,4.3515057616,263.1421011456359,19.892111929,6.1392791692,130.51359517,169.3,2168.7226422999997,3207.9410386401396,1661.4834064670047,3207.9410386401396
Brookings,South Dakota,2546,0.02814240069849769,0.5,33435,203,13.497288102,59,4.4692471289,42.204884800160656,10.509990651,2.8287501972,114.15863603,353.2,737.69868431,7614.774936443846,607.1481979961119,7614.774936443846
Brooks,Georgia,743,-9.312916014873101,0.9895833333333334,11642.58158995816,198.36820083682008,18.572604595424686,38.47489539748954,5.836173773598745,20.29375608955551,29.517456626546025,5.135043701677197,388.09288080259415,570.2376569037657,6356.264090023849,6381.746129577007,1703.8162825323432,6381.746129577007
Broome,New York,5768,0.029234082612417354,0.5714285714285714,197381,2426,15.514051434,51,4.9660798413,279.65986781304997,15.929984942,4.8645261963,314.95458616,356.3,1583.3774795,2922.267087510956,1229.094999012063,2922.267087510956
Broomfield,Colorado,2200,0.026301217189061355,0.6,62449,462,11.625377957,58,3.8058645335,1892.1979163655883,9.7237924569,2.9259594133,50.922081381,307.3,920.26798204,3522.8746657272336,739.803679802719,3522.8746657272336
Broward,Florida,111629,0.03556256528510823,0.5833333333333334,1863780,19997,14.593792551,35,4.7670816385,1544.19929092933,17.782269952,3.3698702582,397.77519133,582.8,1520.7617378,5989.3871594286875,1072.9270622069128,5989.3871594286875
Brown,Wisconsin,24180,-26.03772536800004,0.9805924412665986,56790.82977642276,676.9161585365854,16.291779583824187,44.21951219512195,4.049762087532063,99.99979419107227,14.974857876511178,3.3771898446882114,196.12594973295782,301.6392276422764,2523.5372173305386,42577.2965374747,1191.9462370976194,42577.2965374747
